,base_price,date,count,num_id
79819,4668.86,1/2/2019,2,7009872-917 _ 5210.0
79821,4672,1/2/2019,2,4012373-912 _ 1103.0
79806,4640.77,1/2/2019,2,4089300-901 _ 1103.0
80069,5275,1/2/2019,2,BU-69414DS-64VM//TE _ 1045.0
81701,16451.64,1/2/2019,2,7018879-03034 _ 1103.0
81705,16644.79,1/2/2019,2,R740-CUST234253//TE _ 1045.0
81547,13423.3511,1/2/2019,2,4091900-942 _ 5253.0
81531,13318.16,1/2/2019,2,4088463-2 _ 5010.0
81592,14007.65,1/2/2019,2,7037625-13008 _ 1103.0
81594,14007.65,1/2/2019,2,7037625-13008 _ 1009.0
81596,14035.07,1/2/2019,2,7026203-1814 _ 1103.0
81646,14979.41,1/2/2019,2,4059120-980 _ 1009.0
81650,14991,1/2/2019,2,5050344-49 _ 1073.0
81652,14998.9273,1/2/2019,2,HG2125BB02 _ 1064.0
81656,15148.4778,1/2/2019,2,7037620-811 _ 1103.0
81658,15453.3194,1/2/2019,2,7018879-03044 _ 1103.0
81660,15548,1/2/2019,2,3DMR1M08VS1426-SSPL _ 1006.0
81662,15563.35,1/2/2019,2,64003136-001 _ 1006.0
81644,14932.34,1/2/2019,2,34118595-001 _ 1045.0
81664,15574.684,1/2/2019,2,4091640-903-NPMA _ 1103.0
81545,13411.83,1/2/2019,2,4091900-944 _ 5253.0
81667,15617.89,1/2/2019,2,4081600-940 _ 1073.0
81543,13401.2733,1/2/2019,2,4083899-901 _ 1009.0
81539,13357.19,1/2/2019,2,980-4750-002 _ 5010.0
81551,13432.8,1/2/2019,2,4088334-1 _ 5010.0
81549,13428.66,1/2/2019,2,064-01074-0101 _ 5010.0
81515,13071.58,1/2/2019,2,7017300-14125 _ 5210.0
81517,13086.9865,1/2/2019,2,60000091-917 _ 1103.0
81519,13106.5,1/2/2019,2,930-2000-001 _ 5253.0
81521,13142.0331,1/2/2019,2,8526908-1 _ 1073.0
81523,13194.34,1/2/2019,2,7510100-631 _ 5210.0
81525,13211.68,1/2/2019,2,2131218-1 _ 1039.0
81527,13240,1/2/2019,2,56000318-001 _ 1045.0
81590,13982.99,1/2/2019,2,7025365-1904 _ 5010.0
81529,13315.05,1/2/2019,2,7511900-92703 _ 5010.0
81533,13327.43,1/2/2019,2,4052630-922//CM _ 5210.0
81535,13329.875,1/2/2019,2,4091900-941 _ 5253.0
81537,13330.37,1/2/2019,2,7511001-939 _ 5010.0
81541,13386.69,1/2/2019,2,3827054-2 _ 5010.0
81669,15724.85,1/2/2019,2,7037625-12007 _ 5210.0
81671,15731.46,1/2/2019,2,4081600-940-CS1 _ 1103.0
81673,15731.46,1/2/2019,2,4081600-940 _ 1009.0
81625,14556,1/2/2019,2,8520001-910 _ 1073.0
81629,14562.57,1/2/2019,2,3840310-4 _ 5010.0
81631,14601.1567,1/2/2019,2,8519960-902//CM _ 1073.0
81632,14775.04,1/2/2019,2,7028660-951 _ 1103.0
81634,14789.12,1/2/2019,2,7037625-13007 _ 5210.0
81618,14337.84,1/2/2019,2,3827402-3 _ 5010.0
81864,20858.08,1/2/2019,2,30-2610-1 _ 1600.0
81868,21117.0829,1/2/2019,2,7028660-911 _ 1103.0
81869,21128.39,1/2/2019,2,4087440-927 _ 5253.0
82093,45723.84,1/2/2019,2,30-2620-2 _ 1600.0
82095,46707.7867,1/2/2019,2,940-0351-001 _ 5010.0
82097,47384.02,1/2/2019,2,4052508-960 _ 5253.0
82100,48858.8667,1/2/2019,2,52000755-3002 _ 1073.0
82101,48998.67,1/2/2019,2,4060451-903//CM _ 1103.0
81623,14539.4305,1/2/2019,2,60003040-904 _ 1103.0
81620,14369.12,1/2/2019,2,7025050-941 _ 5010.0
81616,14320,1/2/2019,2,6414856-1 _ 1039.0
81639,14890.59,1/2/2019,2,940-0351-001 _ 5253.0
81675,15736.68,1/2/2019,2,4091640-903 _ 1103.0
81678,15795.8071,1/2/2019,2,60001100-9011 _ 1103.0
81680,15954,1/2/2019,2,G7284-03 _ 1103.0
81683,15960.48,1/2/2019,2,81771-MHD _ 5253.0
81666,15592.52,1/2/2019,2,230-00212-9950 _ 5210.0
81862,20804.9,1/2/2019,2,7513000-835 _ 5010.0
81642,14907.88,1/2/2019,2,245-604067-100 _ 5010.0
81553,13480.8533,1/2/2019,2,4091900-943 _ 5253.0
81636,14793,1/2/2019,2,4088492-1 _ 1103.0
81600,14075.045,1/2/2019,2,7021450-801-JTAB _ 1103.0
81603,14095.16,1/2/2019,2,7037625-15001 _ 1103.0
81605,14110.09,1/2/2019,2,7021852-901 _ 1103.0
81607,14111,1/2/2019,2,64000196-001 _ 1006.0
81609,14115,1/2/2019,2,56009619-001 _ 1045.0
81612,14159.92,1/2/2019,2,4077790-2 _ 5010.0
81614,14260.45,1/2/2019,2,60003040-903 _ 1009.0
81598,14072.15,1/2/2019,2,60001100-R013 _ 1103.0
81703,16597.1,1/2/2019,2,7000769-9 _ 1073.0
81555,13486.66,1/2/2019,2,066-01204-1101 _ 5210.0
81586,13890.8445,1/2/2019,2,7025365-1901 _ 5010.0
81835,20057.82,1/2/2019,2,7017000-82414 _ 1103.0
81836,20057.82,1/2/2019,2,7017000-82415 _ 1103.0
81839,20289.32,1/2/2019,2,7029782-2930 _ 1103.0
81841,20340.2,1/2/2019,2,7011702-946 _ 1103.0
81843,20352.91,1/2/2019,2,7029782-2912 _ 1103.0
81845,20415.1967,1/2/2019,2,7023170-908 _ 1103.0
81847,20548,1/2/2019,2,8501361 _ 1008.0
81850,20601.46,1/2/2019,2,60003040-1903 _ 1103.0
81852,20609,1/2/2019,2,B50A000-00-100-NPMA _ 1103.0
81853,20615.76,1/2/2019,2,980-6032-023 _ 5010.0
81855,20659.22,1/2/2019,2,4131020-4 _ 5010.0
81860,20799.18,1/2/2019,2,90-0476-4-3 _ 1600.0
81825,19875.31,1/2/2019,2,7017000-20706 _ 1103.0
81822,19797.88,1/2/2019,2,3844923-1 _ 5010.0
81833,19992,1/2/2019,2,73001295-9 _ 1073.0
81820,19650.25,1/2/2019,2,HG2055BC31 _ 1064.0
81830,19984,1/2/2019,2,56006343-004 _ 1045.0
81827,19881.21,1/2/2019,2,7017000-20706 _ 1009.0
81707,16644.9655,1/2/2019,2,303-0000-004 _ 5010.0
81770,18056.985,1/2/2019,2,066-50008-0406 _ 5253.0
81709,16870.62,1/2/2019,2,4131020-3 _ 5010.0
81713,16987,1/2/2019,2,56006344-003 _ 1045.0
81714,16987,1/2/2019,2,56006344-004 _ 1045.0
81717,17000,1/2/2019,2,72325586-1 _ 1600.0
81718,17000,1/2/2019,2,72325586-2 _ 1600.0
81721,17029,1/2/2019,2,8660244-0002 _ 1073.0
81723,17129.19,1/2/2019,2,8533050-920 _ 1073.0
81725,17147.7786,1/2/2019,2,4087440-927 _ 1009.0
81727,17261.1432,1/2/2019,2,60003040-903 _ 1103.0
81711,16934.38,1/2/2019,2,69001410-200 _ 5010.0
81691,16378.15,1/2/2019,2,4081900-901 _ 5010.0
81772,18087,1/2/2019,2,7520001-5 _ 5210.0
81776,18168.13,1/2/2019,2,HG2050AC07 _ 5253.0
81829,19984,1/2/2019,2,56006343-003 _ 1045.0
81818,19520.95,1/2/2019,2,8055515-4507 _ 5010.0
81778,18364.2,1/2/2019,2,7029782-3914 _ 1103.0
81780,18414.21,1/2/2019,2,HG2030AE43 _ 5253.0
81557,13488.69,1/2/2019,2,3291238-2 _ 5010.0
81559,13504.4098,1/2/2019,2,4091901-951 _ 1073.0
81560,13505.7,1/2/2019,2,69000940-101 _ 5010.0
81562,13584.12,1/2/2019,2,980-6020-001 _ 5010.0
81564,13641.32,1/2/2019,2,7021450-801 _ 1009.0
81566,13642.0624,1/2/2019,2,7021450-801 _ 1103.0
81569,13651.3377,1/2/2019,2,7021450-601 _ 1103.0
81570,13660.71,1/2/2019,2,7026208-1813 _ 1103.0
81572,13664.3,1/2/2019,2,8520001-901 _ 1073.0
81575,13697.034,1/2/2019,2,727-0006-010 _ 5010.0
81576,13699.05,1/2/2019,2,8002752 _ 1073.0
81578,13722.49,1/2/2019,2,7021170-951 _ 5010.0
81580,13808.26,1/2/2019,2,727-0010-010 _ 5010.0
81582,13837.2414,1/2/2019,2,7511900-92502 _ 5010.0
81584,13860,1/2/2019,2,HDO4034-MS//TE _ 1045.0
81685,15974.42,1/2/2019,2,205-00642-0002 _ 5010.0
81687,16000,1/2/2019,2,VR4100-04 _ 5253.0
81689,16010.53,1/2/2019,2,7037620-814 _ 1103.0
81799,19127.63,1/2/2019,2,60-4943-1 _ 1600.0
81784,18563.95,1/2/2019,2,7036340-802 _ 1103.0
81786,18563.95,1/2/2019,2,7036340-802 _ 1009.0
81788,18649.01,1/2/2019,2,7007540-809 _ 1103.0
81791,18747.37,1/2/2019,2,2R5310A _ 5010.0
81793,18813.02,1/2/2019,2,7017000-24700 _ 1103.0
81795,18954.65,1/2/2019,2,967-0212-058 _ 5210.0
81774,18103.74,1/2/2019,2,4086836-901 _ 5253.0
81588,13975.32,1/2/2019,2,3215886-2 _ 5010.0
81797,18992.0714,1/2/2019,2,8269104-002 _ 1006.0
81803,19264.7,1/2/2019,2,7028273-822 _ 5010.0
81806,19333.1,1/2/2019,2,80-0694-2-6 _ 5010.0
81808,19340.145,1/2/2019,2,7011822-904 _ 5010.0
81810,19349.7,1/2/2019,2,4081600-940 _ 5253.0
81812,19403.358,1/2/2019,2,3616140-7 _ 5010.0
81814,19413.75,1/2/2019,2,4053520-906 _ 5010.0
81816,19487,1/2/2019,2,075162-0503 _ 1009.0
81801,19211.5625,1/2/2019,2,52001583-3001 _ 1073.0
80067,5270.33,1/2/2019,2,7014938-918CM _ 1062.0
80065,5270.1775,1/2/2019,2,4052622-903 _ 1009.0
80063,5264.8928,1/2/2019,2,7028560-931 _ 1103.0
79634,4361,1/2/2019,2,10063938-101 _ 1064.0
79636,4364.4829,1/2/2019,2,72326394-2 _ 1600.0
79638,4365.89,1/2/2019,2,3888058-7 _ 5010.0
79640,4370.22,1/2/2019,2,7133860-103 _ 1045.0
79642,4373.08,1/2/2019,2,26019290-201CM _ 1062.0
79644,4377,1/2/2019,2,7001073-9 _ 1073.0
79646,4379.22,1/2/2019,2,4052800-904 _ 5253.0
79648,4379.39,1/2/2019,2,4081850-1901 _ 1009.0
79650,4381.78,1/2/2019,2,4057441-901 _ 1009.0
79618,4324.5,1/2/2019,2,56006206-001 _ 1045.0
79616,4324.09,1/2/2019,2,74201102-003 _ 1039.0
79613,4319,1/2/2019,2,G7228-02 _ 1009.0
79612,4319,1/2/2019,2,G7228-01 _ 1009.0
79575,4284.56,1/2/2019,2,10099296-107CM _ 1062.0
79577,4286.3243,1/2/2019,2,7026201-801 _ 1103.0
79632,4359.1053,1/2/2019,2,4091893-1002 _ 5010.0
79579,4288.937,1/2/2019,2,7026201-813 _ 1103.0
79630,4342.65,1/2/2019,2,965-1595-000 _ 5210.0
79627,4333.7519,1/2/2019,2,8513076-950 _ 1073.0
80567,6771.63,1/2/2019,2,4062612-102//CM _ 1103.0
80569,6778.95,1/2/2019,2,4084327-3 _ 5253.0
80571,6784.5,1/2/2019,2,7510700-833 _ 5210.0
80573,6784.8095,1/2/2019,2,64003462-432 _ 1006.0
80575,6801.33,1/2/2019,2,8519599-950 _ 1073.0
80577,6829.65,1/2/2019,2,722-4399-032 _ 5010.0
80579,6830.15,1/2/2019,2,22003482-041 _ 1065.0
80563,6750,1/2/2019,2,5962H0820201VXC _ 1045.0
80101,5368.16,1/2/2019,2,7511001-935 _ 1103.0
80098,5359.3463,1/2/2019,2,72303102-7 _ 5010.0
80097,5354.2317,1/2/2019,2,8519970-901 _ 1073.0
79619,4325.08,1/2/2019,2,66000390-101CM _ 1062.0
79621,4325.88,1/2/2019,2,7026201-801-HASS _ 1103.0
79623,4327.38,1/2/2019,2,7026201-803-HASS _ 1103.0
79625,4329,1/2/2019,2,7028642-1//CM _ 5210.0
79628,4340.66,1/2/2019,2,4068795-902 _ 1009.0
79581,4292.11,1/2/2019,2,066-01130-0801 _ 5210.0
79583,4294.0188,1/2/2019,2,4091892-1015 _ 5010.0
79585,4302.64,1/2/2019,2,F99-05405-RL _ 1103.0
79714,4474,1/2/2019,2,5962H0151704VXC _ 1045.0
79716,4475.05,1/2/2019,2,7517400-932 _ 5210.0
79718,4476.4744,1/2/2019,2,7516424-901 _ 1009.0
79720,4477,1/2/2019,2,7008898-902 _ 1009.0
79722,4479.14,1/2/2019,2,066-03034-0006 _ 5210.0
79724,4482.57,1/2/2019,2,4053502-953 _ 1009.0
79726,4483.37,1/2/2019,2,7517400-887 _ 1103.0
79728,4484.6,1/2/2019,2,81771-DLF003 _ 1009.0
79730,4485.58,1/2/2019,2,69000942-151 _ 5210.0
79731,4485.58,1/2/2019,2,69000940-101 _ 5210.0
79735,4500,1/2/2019,2,7028612-3 _ 1009.0
79737,4504,1/2/2019,2,747-8489-001 _ 1009.0
79704,4465.0649,1/2/2019,2,30060213-0504 _ 1009.0
79701,4462.5,1/2/2019,2,3931-0600-0000 _ 1009.0
79711,4472.23,1/2/2019,2,8274528-707 _ 1045.0
79709,4471.72,1/2/2019,2,066-01077-0001 _ 5210.0
79707,4471.02,1/2/2019,2,8528952-821 _ 1073.0
79705,4467.615,1/2/2019,2,7013803-901 _ 1009.0
79586,4302.64,1/2/2019,2,F99-05406-RL _ 1103.0
79587,4302.64,1/2/2019,2,F99-05459-RL _ 1103.0
79652,4385,1/2/2019,2,7003127-3 _ 1009.0
79588,4302.64,1/2/2019,2,F99-05460-RL _ 1103.0
79595,4303.7612,1/2/2019,2,HG1700AG57 _ 3202.0
79597,4311.99,1/2/2019,2,26019588-101CM _ 1062.0
79600,4315,1/2/2019,2,54002079-301 _ 1006.0
80565,6761.0927,1/2/2019,2,3827426-3 _ 5010.0
79602,4317.6434,1/2/2019,2,4077879-902 _ 1009.0
79606,4318.3,1/2/2019,2,8519580-923 _ 1073.0
79608,4319,1/2/2019,2,G7228-01 _ 1103.0
79609,4319,1/2/2019,2,G7228-02 _ 1103.0
79593,4303.64,1/2/2019,2,4052810-902//CM _ 5210.0
79573,4283.04,1/2/2019,2,4053520-904 _ 1009.0
79654,4385.27,1/2/2019,2,722-4223-012 _ 5010.0
79658,4389.56,1/2/2019,2,4052800-904//CM _ 5210.0
79604,4317.966,1/2/2019,2,4089530-1003//CM _ 5210.0
79700,4457.73,1/2/2019,2,7028640-901K _ 5210.0
80560,6748.46,1/2/2019,2,069-01039-0101 _ 5210.0
80558,6747,1/2/2019,2,BU-67110T2D0R-JL0//TE _ 1045.0
80499,6448.7033,1/2/2019,2,3844864-1 _ 5010.0
80496,6425.58,1/2/2019,2,2130022-1SF _ 1039.0
80494,6406.59,1/2/2019,2,30-2969-4 _ 1600.0
80457,6290.95,1/2/2019,2,4059130-950 _ 1009.0
80459,6292.84,1/2/2019,2,066-03060-0001 _ 5210.0
80461,6304,1/2/2019,2,7023172-901 _ 1103.0
80462,6304,1/2/2019,2,7023172-905 _ 1103.0
80463,6304,1/2/2019,2,7023172-906 _ 1103.0
80464,6304,1/2/2019,2,7023172-908 _ 1103.0
80471,6311.25,1/2/2019,2,4049581 _ 5253.0
80473,6315.805,1/2/2019,2,18073-0001 _ 5010.0
80536,6626.25,1/2/2019,2,5962H98A3201VTC _ 1045.0
80475,6324.23,1/2/2019,2,3827324-3 _ 5010.0
80500,6473.57,1/2/2019,2,4091159-901 _ 5010.0
80483,6356.29,1/2/2019,2,7001840-937 _ 1103.0
80534,6600.68,1/2/2019,2,4093331-903 _ 5253.0
80530,6588.59,1/2/2019,2,30-0909-301 _ 1600.0
80625,7014.74,1/2/2019,2,064-01073-0102 _ 5010.0
80502,6493.39,1/2/2019,2,066-50014-1101 _ 1009.0
80504,6500,1/2/2019,2,56006323-001 _ 1045.0
80506,6503.72,1/2/2019,2,4089400-901 _ 1103.0
80508,6503.72,1/2/2019,2,4089400-901 _ 1009.0
80510,6507.21,1/2/2019,2,4052800-904 _ 1009.0
80512,6520.06,1/2/2019,2,160494-1 _ 5010.0
80514,6537,1/2/2019,2,22017239-001//U _ 1065.0
80516,6547.73,1/2/2019,2,7026208-813 _ 1103.0
80517,6547.73,1/2/2019,2,7026208-814 _ 1103.0
80520,6553.62,1/2/2019,2,69000796-010 _ 5010.0
80522,6567.37,1/2/2019,2,4058650-904 _ 5253.0
80524,6571.442,1/2/2019,2,8525434-902 _ 1073.0
80526,6572.059,1/2/2019,2,73000138-9SF _ 1073.0
80528,6587.5,1/2/2019,2,090-03054-000 _ 1039.0
80532,6600.0956,1/2/2019,2,4052800-902 _ 1009.0
80485,6360.7489,1/2/2019,2,7001840-932 _ 1103.0
80487,6379.26,1/2/2019,2,8055515-4501 _ 5253.0
80489,6390.3636,1/2/2019,2,4084068-901 _ 1103.0
80617,6996.97,1/2/2019,2,7026542-1901 _ 5010.0
80619,6998.87,1/2/2019,2,8064022-0504 _ 5010.0
80622,7002.4326,1/2/2019,2,7029782-2914 _ 1103.0
80623,7008.7,1/2/2019,2,52000261-3005 _ 1073.0
80607,6956,1/2/2019,2,4073290-951//CM _ 5210.0
80453,6271.696,1/2/2019,2,011-2787-000 _ 5010.0
80585,6842.37,1/2/2019,2,4059255-101 _ 1009.0
80581,6839.97,1/2/2019,2,30-2848-6 _ 1600.0
80544,6711.95,1/2/2019,2,066-50007-0531 _ 5253.0
80546,6719,1/2/2019,2,781054-01//TE _ 1045.0
80548,6731.02,1/2/2019,2,980-6021-066 _ 5210.0
80550,6731.2256,1/2/2019,2,066-01153-4001 _ 5010.0
80552,6740.64,1/2/2019,2,1153222-2 _ 5010.0
80554,6744.3311,1/2/2019,2,60000091-983 _ 1103.0
80556,6744.94,1/2/2019,2,4052620-903 _ 1009.0
80615,6994.92,1/2/2019,2,4082471-1001//CM _ 1103.0
80613,6984.9567,1/2/2019,2,7029782-2914 _ 1009.0
80611,6973.24,1/2/2019,2,200-08108-0023 _ 5010.0
80609,6969.7,1/2/2019,2,7004617-910 _ 1009.0
80490,6392.42,1/2/2019,2,4052620-902 _ 1009.0
80492,6394.73,1/2/2019,2,72500410-4 _ 1600.0
80477,6346.25,1/2/2019,2,68010025-255 _ 1064.0
80540,6706.94,1/2/2019,2,4091897-2 _ 5253.0
80542,6711.12,1/2/2019,2,4059393-901 _ 1009.0
80589,6853,1/2/2019,2,5204675-9 _ 1073.0
80583,6841,1/2/2019,2,52001004-2 _ 1073.0
80591,6860,1/2/2019,2,8523309 _ 1073.0
80595,6923.52,1/2/2019,2,7016683-951 _ 1103.0
80597,6924.22,1/2/2019,2,4091897-3 _ 5253.0
80599,6932.21,1/2/2019,2,965-0758-006 _ 5210.0
80601,6933.54,1/2/2019,2,980-4750-002 _ 1009.0
80603,6937.33,1/2/2019,2,7011995-984 _ 1009.0
80587,6848.72,1/2/2019,2,69000796-003 _ 5010.0
80605,6947.16,1/2/2019,2,4082730-911 _ 1009.0
80593,6920.04,1/2/2019,2,7032402-906 _ 1009.0
79698,4455,1/2/2019,2,4059210-2 _ 1009.0
79660,4390,1/2/2019,2,7010408-901 _ 1009.0
79511,4176.15,1/2/2019,2,7007860-920 _ 1009.0
79513,4178.76,1/2/2019,2,092126-0501 _ 1009.0
79515,4182,1/2/2019,1,4006719-913 _ 1103.0
79518,4187.3,1/2/2019,2,7017005-909 _ 5210.0
79522,4199.59,1/2/2019,2,7008471-419 _ 1103.0
79505,4162.93,1/2/2019,2,30-2505-3 _ 1600.0
79741,4514.2046,1/2/2019,2,7026202-802 _ 1103.0
79744,4519.56,1/2/2019,2,7028668-901 _ 1009.0
79746,4524.4033,1/2/2019,2,7026202-801 _ 1103.0
79971,5009.5437,1/2/2019,2,4052800-903//CM _ 5210.0
79973,5015.745,1/2/2019,2,722-4368-002 _ 5010.0
79975,5015.86,1/2/2019,2,230-05936-9900 _ 5210.0
79977,5033.0435,1/2/2019,2,74373270-0006B _ 1039.0
79979,5053.7956,1/2/2019,2,74373280-0003B _ 1039.0
79509,4174.05,1/2/2019,2,7517964-918 _ 1103.0
79982,5054.44,1/2/2019,2,7021496-903K2 _ 5210.0
79507,4168.96,1/2/2019,2,3931-0100-0000 _ 5253.0
79525,4204.4,1/2/2019,2,64006133-703 _ 1045.0
79562,4264.5927,1/2/2019,2,727-0051-001 _ 5010.0
79564,4265.14,1/2/2019,2,4053520-906 _ 1009.0
79566,4267.9008,1/2/2019,2,62003747-902 _ 1009.0
79739,4509.54,1/2/2019,2,7024404-1913 _ 1103.0
79527,4209.54,1/2/2019,2,30-3082-1 _ 1600.0
79524,4204.3678,1/2/2019,2,7026200-1003 _ 5210.0
79487,4146,1/2/2019,2,8533335-1 _ 1073.0
79489,4149,1/2/2019,2,7008507-901 _ 1009.0
79491,4160,1/2/2019,2,G7280-701 _ 1103.0
79492,4160,1/2/2019,2,G7280-702 _ 1103.0
79494,4160,1/2/2019,2,G7280-963 _ 1103.0
79503,4161.74,1/2/2019,2,10080378-102B _ 1064.0
79983,5055.45,1/2/2019,2,7021451-924 _ 1103.0
79985,5058.81,1/2/2019,2,4242110-4 _ 1103.0
79987,5063,1/2/2019,2,73000118-1 _ 1073.0
80007,5100,1/2/2019,2,56011184-101 _ 1045.0
79943,4950,1/2/2019,2,22011032-005 _ 1065.0
79947,4965,1/2/2019,2,64000261-001//N _ 1006.0
79949,4965.39,1/2/2019,2,8271488-001 _ 1006.0
79951,4968,1/2/2019,2,G7275-01 _ 1103.0
79952,4968,1/2/2019,2,G7275-02 _ 1103.0
79955,4970.4,1/2/2019,2,8527863 _ 1073.0
79957,4979.6167,1/2/2019,2,52000046-3001 _ 1073.0
79960,4996.25,1/2/2019,2,68010025-153 _ 1064.0
79962,4997.63,1/2/2019,2,8528950-836 _ 1073.0
79945,4953.62,1/2/2019,2,34069125-013 _ 1039.0
80009,5100.99,1/2/2019,2,3810821-5 _ 5010.0
80011,5102.95,1/2/2019,2,4072804-1060 _ 5010.0
80013,5104.564,1/2/2019,2,720-0242-020 _ 5010.0
80060,5250,1/2/2019,2,8272771-720 _ 1006.0
79941,4950,1/2/2019,2,56003013-002 _ 1045.0
79939,4950,1/2/2019,2,62000695-1904 _ 1103.0
79937,4939.99,1/2/2019,2,4058009-902 _ 1009.0
79935,4928.48,1/2/2019,2,8268035-003 _ 1006.0
79989,5064.2,1/2/2019,2,MP7002412-907K _ 5210.0
79991,5067.36,1/2/2019,2,26015941-106CM _ 1062.0
79993,5070.75,1/2/2019,2,2039585-0503 _ 5253.0
79995,5073.32,1/2/2019,2,980-4750-002 _ 5253.0
79997,5075,1/2/2019,2,62000695-1903 _ 1103.0
80000,5085.73,1/2/2019,2,62000695-1903R _ 1103.0
80002,5091.84,1/2/2019,2,200-08107-0071 _ 5010.0
79559,4262.482,1/2/2019,2,7026201-803 _ 1103.0
80005,5094.8949,1/2/2019,2,52001360-3002 _ 1073.0
79968,5005.8341,1/2/2019,2,205-00642-0002 _ 5253.0
79966,5002.04,1/2/2019,2,22011094-001 _ 1065.0
79964,5000,1/2/2019,2,HG1700AG26 _ 3202.0
79927,4900,1/2/2019,2,64005822-901 _ 1006.0
79929,4917,1/2/2019,2,4088471-1 _ 5210.0
79931,4917.7383,1/2/2019,2,4091892-1005 _ 5010.0
79933,4924.6347,1/2/2019,2,69000044-010 _ 5010.0
79969,5008.62,1/2/2019,2,7018642-903 _ 1009.0
79558,4262.4275,1/2/2019,2,7026201-812 _ 1103.0
79556,4260.775,1/2/2019,2,7026201-814 _ 1103.0
79554,4259.9873,1/2/2019,2,200-08094-0010 _ 5010.0
79445,4095,1/2/2019,2,7028642-1 _ 5210.0
79447,4095,1/2/2019,2,74373250-0002B _ 1039.0
79450,4099.06,1/2/2019,2,193-00702-0001 _ 5210.0
79452,4099.74,1/2/2019,2,1903155-901 _ 5010.0
79454,4100.06,1/2/2019,2,72303219-4 _ 1600.0
79456,4100.18,1/2/2019,2,7008471-706 _ 1103.0
79458,4103.25,1/2/2019,2,7020122-902//CM _ 5210.0
79460,4110,1/2/2019,2,8268380-001 _ 1006.0
79462,4119.95,1/2/2019,2,7036410-1902 _ 1103.0
79464,4120.11,1/2/2019,2,7016954-952 _ 1103.0
79468,4122.5435,1/2/2019,2,7036410-1903 _ 1103.0
79470,4129.11,1/2/2019,2,7036410-1903 _ 1009.0
79472,4130,1/2/2019,2,8527411-901 _ 1008.0
79474,4132.23,1/2/2019,2,7036410-1901 _ 1009.0
79567,4276.8995,1/2/2019,2,74372800-0001B _ 1039.0
79569,4280.4,1/2/2019,2,4088334-1 _ 5253.0
79572,4281.3634,1/2/2019,2,7510184-855 _ 1103.0
79679,4415.21,1/2/2019,2,3900-0101-0000 _ 5253.0
79665,4396.64,1/2/2019,2,230-00806-8801 _ 5210.0
79667,4400.48,1/2/2019,2,8528952-920 _ 1008.0
79669,4403.28,1/2/2019,2,7028422-1903 _ 1103.0
79671,4403.28,1/2/2019,2,7028422-1903 _ 1009.0
79673,4406,1/2/2019,2,2967421-2 _ 1009.0
79675,4409.7111,1/2/2019,2,7028422-1903-TB _ 1103.0
79656,4388.32,1/2/2019,2,617-6096-006 _ 5010.0
79476,4134.7429,1/2/2019,2,8270749-001 _ 1006.0
79677,4415,1/2/2019,2,54001628-302 _ 1006.0
79683,4420,1/2/2019,2,22011032-007 _ 1065.0
79685,4422,1/2/2019,2,34272060-0003 _ 1039.0
79687,4422.51,1/2/2019,2,066-01164-0101 _ 5210.0
79689,4423.44,1/2/2019,2,4061661-903//CM _ 1103.0
79691,4424.9852,1/2/2019,2,8268067-001 _ 1006.0
79693,4430,1/2/2019,2,148-05099-0006 _ 1009.0
79695,4441.96,1/2/2019,2,4040831-901 _ 5253.0
79681,4417.34,1/2/2019,2,10063937-101 _ 1064.0
80630,7037.7872,1/2/2019,2,7029782-2920 _ 1103.0
79478,4135.26,1/2/2019,2,7513-52 _ 1009.0
79441,4092.1,1/2/2019,2,74376180-001//TE _ 1045.0
79417,4076.2546,1/2/2019,2,4052710-1006 _ 1009.0
79481,4139.54,1/2/2019,2,7036410-1904 _ 1103.0
79483,4140,1/2/2019,2,56003008-302 _ 1045.0
79485,4141.37,1/2/2019,2,60-1321-1 _ 1600.0
79531,4209.85,1/2/2019,2,10101340-102 _ 5253.0
79533,4212.6,1/2/2019,2,81771-DEF001 _ 1009.0
79535,4223.32,1/2/2019,2,7510763-901 _ 1009.0
79537,4230.29,1/2/2019,2,4081705-1910 _ 1009.0
79539,4233.2333,1/2/2019,2,7026201-814 _ 1009.0
79542,4236.98,1/2/2019,2,3901-010100-00 _ 5253.0
79544,4239.69,1/2/2019,2,26021284-101 _ 1062.0
79546,4241.84,1/2/2019,2,26011644-101CM _ 1062.0
79529,4209.77,1/2/2019,2,26002457-105CM _ 1062.0
79548,4241.89,1/2/2019,2,7517402-970 _ 5210.0
79552,4247.14,1/2/2019,2,7026531-1902 _ 1103.0
79435,4085.3567,1/2/2019,2,8519968-902 _ 1073.0
79433,4084.48,1/2/2019,2,26012412-203 _ 5253.0
79430,4083.4,1/2/2019,1,4012373-909 _ 1103.0
79428,4082.34,1/2/2019,1,4012373-905 _ 1103.0
79439,4091.2032,1/2/2019,2,7513-50-3 _ 1009.0
79437,4089.82,1/2/2019,2,4072801-903 _ 1009.0
79400,4033.13,1/2/2019,2,4089320-1006 _ 1103.0
79402,4047,1/2/2019,2,34121841-002 _ 1006.0
79404,4047.17,1/2/2019,2,4059125-902 _ 5210.0
79406,4055.15,1/2/2019,2,4089470-1005 _ 5253.0
79408,4064.8172,1/2/2019,1,4012373-908 _ 1103.0
79443,4093.5106,1/2/2019,2,5160261-1 _ 1008.0
79409,4072.35,1/2/2019,2,81771-DVC001 _ 1009.0
79413,4075,1/2/2019,2,52-0912-100//TE _ 1045.0
